Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration,leakage,classify_pred,regression_pred
17.1,69,36,33.249,-81.623,3.81834,0.54358,14.46162,37.33763,-8.05941,991.81641,3.92436,0.87158,0,329.21841,0.76051,1.247e-11,1,1,4.643793682923558e-11
17.1,70,36,33.249,-81.622,3.79361,0.53313,14.49039,37.26293,-8.22434,991.97205,3.92329,0.88382,0,328.59393,0.7746,1.568e-11,1,1,5.3933107979631245e-11
17.1,71,36,33.249,-81.621,3.76647,0.52613,14.52266,37.18007,-8.05194,992.14423,3.92218,0.89664,0,328.07767,0.79022,1.917e-11,1,1,4.435166123251122e-11
17.1,72,36,33.249,-81.62,3.75338,0.52465,14.55451,37.0998,-7.17833,992.31842,3.92122,0.90798,0,327.77209,0.7945,3.606e-11,1,1,5.12160591714661e-11
17.1,73,36,33.249,-81.619,3.76711,0.52491,14.56962,37.05256,-5.66908,992.33411,3.92005,0.91929,0,328.56982,0.80096,3.029e-11,1,1,5.0446674615400866e-11
17.1,74,36,33.249,-81.618,3.79619,0.52466,14.56438,37.04686,-4.04246,992.18982,3.91868,0.92965,0,330.66962,0.80637,3.19e-11,1,1,6.227793281077254e-11
17.1,75,36,33.249,-81.617,3.83,0.52249,14.5399,37.08157,-2.68808,991.9137,3.91717,0.93844,0,333.94778,0.80869,3.284e-11,1,1,4.965153288516433e-11
17.1,76,36,33.249,-81.616,3.84768,0.50951,14.52215,37.10249,-2.79008,991.72333,3.91558,0.94608,0,335.91281,0.81801,3.646e-11,1,1,5.5457888281651435e-11
17.1,77,36,33.249,-81.615,3.84865,0.49799,14.51277,37.10735,-3.04651,991.60974,3.91413,0.95214,0,336.15451,0.83189,3.499e-11,1,1,7.295106185800648e-11
17.1,43,37,33.25,-81.649,3.77844,0.97991,14.32607,37.99395,-3.17697,991.72278,3.95829,0.67576,0,209.56812,1.37572,1.069e-08,1,1,9.037571579995074e-09
17.1,44,37,33.25,-81.648,3.79686,0.97444,14.31255,38.0089,-3.67923,991.62952,3.95671,0.67802,0,211.48651,1.2728,8.748e-09,1,1,7.197785478751939e-09
17.1,45,37,33.25,-81.647,3.80714,0.96597,14.30475,38.01289,-4.32937,991.58142,3.95529,0.6797,0,213.0108,1.23758,3.231e-09,1,1,3.3865801274401974e-09
17.1,46,37,33.25,-81.646,3.81492,0.9551,14.29777,38.01484,-4.95114,991.54822,3.9538,0.68142,0,214.39305,1.18844,7.327e-10,1,1,6.612987379917001e-10
17.1,47,37,33.25,-81.645,3.82027,0.94229,14.29276,38.01218,-5.5012,991.53369,3.95227,0.68301,0,215.78395,1.13823,2.429e-10,1,1,4.825883026526867e-10
17.1,48,37,33.25,-81.644,3.82382,0.92906,14.29115,38.0021,-5.91691,991.539,3.95079,0.68424,0,217.38199,1.10857,1.721e-10,1,1,1.7265625040785437e-10
17.1,49,37,33.25,-81.643,3.82637,0.9165,14.28914,37.99369,-6.06009,991.5415,3.94939,0.68519,0,219.02129,1.15392,1.279e-10,1,1,1.416884665150775e-10
17.1,50,37,33.25,-81.642,3.82839,0.90383,14.2872,37.98466,-6.2607,991.54272,3.94793,0.68608,0,220.40356,1.19789,1.146e-10,1,1,1.3243053875733324e-10
17.1,51,37,33.25,-81.641,3.82945,0.89087,14.28589,37.97396,-6.29915,991.54291,3.94647,0.68676,0,221.25752,1.23142,1.109e-10,1,1,1.1660664100965334e-10
17.1,52,37,33.25,-81.64,3.8291,0.87737,14.28604,37.96021,-5.8659,991.54254,3.94509,0.68703,0,221.26433,1.24247,1.267e-10,1,1,1.5585152612906938e-10
17.1,53,37,33.25,-81.639,3.81903,0.86652,14.28525,37.94806,-5.91094,991.54211,3.94362,0.68752,0,221.26222,1.26308,9.611e-11,1,1,1.4857873265050614e-10
17.1,54,37,33.25,-81.638,3.84317,0.85415,14.2914,37.92085,-2.84201,991.54114,3.94239,0.68744,0,272.98734,1.04371,7.882e-11,1,1,1.0282016904561431e-10
17.1,55,37,33.25,-81.637,3.88559,0.83982,14.30195,37.8838,1.35165,991.539,3.94128,0.68786,0,341.04614,0.742,7.882e-11,1,1,1.843137586998722e-10
17.1,56,37,33.25,-81.636,3.90804,0.82243,14.3115,37.8475,1.6698,991.534,3.94,0.69191,0,337.56268,0.74848,6.354e-11,1,1,1.783006797761999e-10
17.1,57,37,33.25,-81.635,3.91304,0.80582,14.31909,37.81697,0.7287,991.53223,3.9388,0.69978,0,335.32965,0.75326,5.952e-11,1,1,9.304104708895977e-11
17.1,58,37,33.25,-81.634,3.91192,0.78856,14.32806,37.78275,-0.45438,991.53284,3.93755,0.71038,0,333.53531,0.75792,5.067e-11,1,1,8.648057270299603e-11
17.1,59,37,33.25,-81.633,3.90611,0.77085,14.33842,37.7449,-1.65736,991.53516,3.93629,0.72365,0,332.21915,0.76236,4.062e-11,1,1,6.856612499994696e-11
17.1,60,37,33.25,-81.632,3.89859,0.75438,14.34786,37.71012,-2.51725,991.53583,3.9351,0.73819,0,331.6001,0.76563,4.102e-11,1,1,6.188530243811385e-11
17.1,61,37,33.25,-81.631,3.89055,0.73665,14.35817,37.67241,-3.29331,991.53601,3.93383,0.7546,0,331.31995,0.76864,3.217e-11,1,1,5.818959203374163e-11
17.1,62,37,33.25,-81.63,3.88293,0.71869,14.36737,37.63721,-3.9703,991.53503,3.93254,0.77125,0,331.30914,0.77036,3.137e-11,1,1,5.492187260536241e-11
17.1,63,37,33.25,-81.629,3.876,0.70094,14.37537,37.605,-4.55641,991.53296,3.93125,0.78744,0,331.49323,0.77145,3.592e-11,1,1,5.779857148446865e-11
17.1,64,37,33.25,-81.628,3.86989,0.68426,14.38345,37.57325,-5.05852,991.53052,3.93004,0.80212,0,331.7467,0.77458,3.163e-11,1,1,4.9084653008790724e-11
17.1,65,37,33.25,-81.627,3.86431,0.66641,14.39296,37.53761,-5.51172,991.53278,3.92875,0.81713,0,331.6358,0.77293,3.753e-11,1,1,5.576786255012678e-11
17.1,66,37,33.25,-81.626,3.85823,0.64909,14.40275,37.50166,-5.92131,991.53949,3.92748,0.83091,0,331.47736,0.77196,5.898e-11,1,1,8.03101196655831e-11
17.1,67,37,33.25,-81.625,3.851,0.63254,14.41306,37.46496,-6.30061,991.55334,3.92625,0.84343,0,331.33295,0.77342,6.89e-11,1,1,8.788167416007298e-11
17.1,68,37,33.25,-81.624,3.8388,0.61552,14.42882,37.41573,-6.68651,991.60181,3.92496,0.85618,0,330.93457,0.78028,7.895e-11,1,1,9.282966062507114e-11
17.1,69,37,33.25,-81.623,3.82415,0.60215,14.44673,37.36352,-6.92724,991.67651,3.92381,0.86792,0,330.35187,0.78246,8.472e-11,1,1,9.040754256339767e-11
17.1,70,37,33.25,-81.622,3.8061,0.59118,14.46742,37.30546,-7.05124,991.77289,3.92266,0.87978,0,329.77844,0.78533,6.93e-11,1,1,8.546760521532804e-11
17.1,71,37,33.25,-81.621,3.78486,0.58309,14.49189,37.23901,-6.99093,991.89447,3.92148,0.8921,0,329.32172,0.79169,5.442e-11,1,1,7.258485479333388e-11
17.1,72,37,33.25,-81.62,3.77344,0.58061,14.51955,37.16711,-6.37156,992.03503,3.92046,0.90328,0,329.16757,0.80445,5.027e-11,1,1,6.75727529486636e-11
17.1,73,37,33.25,-81.619,3.78186,0.57988,14.53421,37.12122,-5.30194,992.06458,3.91928,0.91443,0,329.71497,0.81058,5.764e-11,1,1,8.186837319179574e-11
17.1,74,37,33.25,-81.618,3.80183,0.5787,14.53453,37.10471,-4.14948,991.98114,3.91796,0.92459,0,331.20087,0.8146,4.772e-11,1,1,6.492831272630895e-11
17.1,75,37,33.25,-81.617,3.82562,0.57572,14.522,37.11525,-3.19029,991.80347,3.91656,0.93314,0,333.59802,0.81974,4.129e-11,1,1,5.961894866679529e-11
17.1,76,37,33.25,-81.616,3.83939,0.56423,14.51144,37.12207,-3.33296,991.67596,3.91508,0.9408,0,334.90259,0.87322,4.49e-11,1,1,6.302572352900881e-11
17.1,77,37,33.25,-81.615,3.83936,0.55286,14.50524,37.12085,-3.56119,991.59473,3.91368,0.94728,0,335.02557,0.92348,6.662e-11,1,1,8.393521988558916e-11
17.1,44,38,33.251,-81.648,3.77572,0.99064,14.32413,37.97829,-1.77988,991.5885,3.9567,0.67391,0,212.26347,1.23673,2.568e-10,1,1,7.473552887660162e-10
17.1,45,38,33.251,-81.647,3.78443,0.98377,14.31808,37.97885,-2.57065,991.56079,3.95529,0.67452,0,213.7645,1.20739,3.11e-09,1,1,2.9201920881405385e-09
17.1,46,38,33.251,-81.646,3.79191,0.97506,14.31193,37.97935,-3.22554,991.54218,3.95382,0.67533,0,215.1386,1.16592,2.677e-09,1,1,3.0827498331831293e-09
17.1,47,38,33.251,-81.645,3.79817,0.96488,14.30681,37.97729,-3.74147,991.53461,3.9523,0.67625,0,216.51112,1.12915,2.65e-09,1,1,2.9933515666158428e-09
17.1,48,38,33.251,-81.644,3.8034,0.95444,14.30435,37.96943,-4.13725,991.53864,3.95082,0.6771,0,218.04404,1.12304,1.915e-09,1,1,2.233655926886513e-09
17.1,49,38,33.251,-81.643,3.80723,0.94418,14.30186,37.96223,-4.27211,991.54022,3.94942,0.67784,0,219.746,1.16836,1.651e-09,1,1,1.7468578805690527e-09
17.1,50,38,33.251,-81.642,3.81038,0.93385,14.2995,37.95421,-4.48205,991.54108,3.94797,0.67861,0,221.19008,1.21388,1.246e-09,1,1,1.1392322640801922e-09
17.1,51,38,33.251,-81.641,3.8124,0.92312,14.29776,37.94458,-4.54283,991.54126,3.94651,0.67927,0,222.07687,1.24977,9.36e-10,1,1,9.350313856515413e-10
17.1,52,38,33.251,-81.64,3.81282,0.91156,14.29725,37.93241,-4.1352,991.54126,3.94512,0.67963,0,222.04961,1.26263,7.399e-10,1,1,8.289984809728423e-10
17.1,53,38,33.251,-81.639,3.80347,0.90279,14.29624,37.92099,-4.28173,991.5415,3.94366,0.6803,0,222.03767,1.28596,6.261e-10,1,1,1.0008888162715834e-09
17.1,54,38,33.251,-81.638,3.82833,0.89247,14.30239,37.89389,-1.30056,991.54138,3.94244,0.68024,0,273.52319,1.05826,5.365e-10,1,1,4.049970636632594e-10
17.1,55,38,33.251,-81.637,3.8713,0.87995,14.31314,37.85634,2.82133,991.54034,3.94132,0.68061,0,341.26761,0.74402,4.295e-10,1,1,3.8394959434029374e-10
17.1,56,38,33.251,-81.636,3.89354,0.86347,14.32333,37.81856,3.07353,991.53705,3.94005,0.68475,0,337.78604,0.75065,3.374e-10,1,1,3.9829772813249065e-10
17.1,57,38,33.251,-81.635,3.89776,0.8471,14.33092,37.78804,2.03958,991.53522,3.93884,0.69281,0,335.42798,0.75653,2.836e-10,1,1,3.0069080558803307e-10
17.1,58,38,33.251,-81.634,3.89573,0.83004,14.33921,37.75534,0.77397,991.53442,3.93758,0.70373,0,333.56296,0.7613,2.331e-10,1,1,2.1459165000514702e-10
17.1,59,38,33.251,-81.633,3.88894,0.81262,14.34851,37.71988,-0.49652,991.53455,3.93629,0.71743,0,332.23904,0.76462,2.323e-10,1,1,2.1678051020934674e-10
17.1,60,38,33.251,-81.632,3.88033,0.79666,14.35781,37.68541,-1.41784,991.5343,3.9351,0.73236,0,331.58624,0.76632,2.452e-10,1,1,2.1862769927771808e-10
17.1,61,38,33.251,-81.631,3.87106,0.77963,14.36821,37.64742,-2.24363,991.534,3.93383,0.74928,0,331.28302,0.76956,2.284e-10,1,1,2.0150123236639672e-10
17.1,62,38,33.251,-81.63,3.86225,0.76255,14.37791,37.611,-2.93192,991.53345,3.93253,0.76657,0,331.26932,0.77236,2.115e-10,1,1,2.114045882795068e-10
17.1,63,38,33.251,-81.629,3.85426,0.74583,14.38634,37.57782,-3.497,991.53241,3.93124,0.78345,0,331.46887,0.77391,2.028e-10,1,1,2.0032889236354379e-10
17.1,64,38,33.251,-81.628,3.84729,0.73022,14.3932,37.54902,-3.98611,991.53125,3.93002,0.7987,0,331.74353,0.77374,1.653e-10,1,1,1.7310616828858372e-10
17.1,65,38,33.251,-81.627,3.84134,0.71373,14.4014,37.51638,-4.41313,991.53094,3.92872,0.81427,0,331.62796,0.7736,1.596e-10,1,1,1.6867815477716874e-10
17.1,66,38,33.251,-81.626,3.83566,0.69782,14.40931,37.48467,-4.76351,991.53149,3.92743,0.8285,0,331.54105,0.77441,1.287e-10,1,1,1.4302878326155621e-10
17.1,67,38,33.251,-81.625,3.82983,0.68267,14.41698,37.45384,-5.04855,991.53394,3.92617,0.84134,0,331.57895,0.77663,1.103e-10,1,1,1.281564021571313e-10
17.1,68,38,33.251,-81.624,3.82253,0.6671,14.42799,37.41444,-5.28802,991.5473,3.92483,0.85419,0,331.63068,0.78316,1.072e-10,1,1,1.225153589690109e-10
17.1,69,38,33.251,-81.623,3.8138,0.65421,14.43908,37.37605,-5.4496,991.56915,3.92358,0.86581,0,331.31595,0.7837,1.264e-10,1,1,1.3341375226794128e-10
17.1,70,38,33.251,-81.622,3.80219,0.64288,14.45256,37.3326,-5.55737,991.60974,3.92233,0.87737,0,330.90161,0.78487,1.111e-10,1,1,1.2155579320882737e-10
17.1,71,38,33.251,-81.621,3.78742,0.63347,14.47012,37.28023,-5.56615,991.67908,3.92108,0.88921,0,330.49564,0.79045,1.248e-10,1,1,1.237478730597985e-10
17.1,72,38,33.251,-81.62,3.77869,0.62915,14.49188,37.22036,-5.15276,991.77722,3.91998,0.90001,0,330.28836,0.80703,1.269e-10,1,1,1.0891068602525422e-10
17.1,73,38,33.251,-81.619,3.7832,0.62633,14.50432,37.17946,-4.48792,991.80927,3.91875,0.91081,0,330.59137,0.83078,1.051e-10,1,1,1.1260850585337323e-10
17.1,74,38,33.251,-81.618,3.79558,0.6232,14.50815,37.15633,-3.78523,991.77295,3.91745,0.92071,0,331.56403,0.86479,8.552e-11,1,1,1.0415970863597579e-10
17.1,75,38,33.251,-81.617,3.81079,0.61869,14.5052,37.14766,-3.20411,991.67877,3.91615,0.92907,0,333.1821,0.90876,8.324e-11,1,1,1.0164999397765939e-10
17.1,76,38,33.251,-81.616,3.82085,0.60828,14.50129,37.14141,-3.37984,991.60907,3.91477,0.93668,0,333.96039,0.97607,9.437e-11,1,1,1.0510534109720027e-10
17.1,77,38,33.251,-81.615,3.82022,0.59732,14.50004,37.12989,-3.57325,991.56268,3.91342,0.94345,0,333.95947,1.02821,8.083e-11,1,1,1.0041609210809099e-10
17.1,47,39,33.252,-81.645,3.76748,0.96998,14.32553,37.93222,-1.58729,991.53528,3.95247,0.6706,0,217.23276,1.10803,8.043e-12,1,1,2.1338333877629623e-10
17.1,48,39,33.252,-81.644,3.77354,0.96228,14.32271,37.92509,-1.91332,991.53772,3.95099,0.6711,0,218.63086,1.13124,5.268e-11,1,1,2.0170695669285976e-10
17.1,49,39,33.252,-81.643,3.77805,0.95436,14.31947,37.91984,-2.04298,991.53821,3.94959,0.67163,0,220.29095,1.17535,1.391e-10,1,1,2.8954458275443073e-10
17.1,50,39,33.252,-81.642,3.78173,0.94643,14.3165,37.91339,-2.24583,991.53888,3.94815,0.67226,0,221.74384,1.21838,2.803e-10,1,1,4.908657369462333e-10
17.1,51,39,33.252,-81.641,3.78415,0.93809,14.31424,37.90511,-2.30269,991.53943,3.9467,0.67287,0,222.63609,1.25283,4.311e-10,1,1,4.856123281271607e-10
17.1,52,39,33.252,-81.64,3.78493,0.92876,14.31323,37.89437,-1.90154,991.53943,3.94532,0.67329,0,222.52756,1.26871,4.942e-10,1,1,4.850652102206254e-10
17.1,53,39,33.252,-81.639,3.7761,0.92248,14.31185,37.88419,-2.13463,991.54016,3.94389,0.67406,0,222.5166,1.29386,5.385e-10,1,1,4.901111183563955e-10
17.1,54,39,33.252,-81.638,3.80144,0.91468,14.31813,37.85681,0.7602,991.54047,3.94267,0.67404,0,273.87546,1.06358,5.94e-10,1,1,4.706496858908338e-10
17.1,55,39,33.252,-81.637,3.84468,0.90449,14.32944,37.81791,4.81155,991.53998,3.94156,0.67441,0,341.45203,0.74367,5.791e-10,1,1,3.90019794238583e-10
17.1,56,39,33.252,-81.636,3.86649,0.88951,14.34049,37.77835,5.03294,991.53748,3.94031,0.67863,0,337.99908,0.74349,5.192e-10,1,1,4.373266471180415e-10
17.1,57,39,33.252,-81.635,3.86998,0.87415,14.34758,37.74923,3.91371,991.5354,3.93911,0.68695,0,335.58249,0.75613,4.552e-10,1,1,3.991449115670065e-10
17.1,58,39,33.252,-81.634,3.86715,0.85807,14.35535,37.71782,2.58115,991.53394,3.93785,0.69826,0,333.63171,0.76419,4.353e-10,1,1,3.89501542130688e-10
17.1,59,39,33.252,-81.633,3.85941,0.84161,14.36433,37.68303,1.25502,991.53308,3.93654,0.7124,0,332.22064,0.76616,3.862e-10,1,1,3.9988171107729897e-10
17.1,60,39,33.252,-81.632,3.84958,0.82645,14.3736,37.64869,0.22405,991.53259,3.93536,0.72762,0,331.54684,0.76804,3.192e-10,1,1,3.602011466874444e-10
17.1,61,39,33.252,-81.631,3.83904,0.81047,14.38329,37.61227,-0.66272,991.53168,3.93407,0.74502,0,331.1308,0.77079,3.004e-10,1,1,3.30519611679847e-10
17.1,62,39,33.252,-81.63,3.82907,0.79461,14.39265,37.57662,-1.38087,991.53119,3.93276,0.76289,0,330.97992,0.77312,2.533e-10,1,1,2.5635885081420895e-10
17.1,63,39,33.252,-81.629,3.82006,0.77918,14.40109,37.54343,-1.95824,991.53107,3.93147,0.78038,0,331.04333,0.77456,1.96e-10,1,1,2.2837473578896095e-10
17.1,64,39,33.252,-81.628,3.81222,0.76479,14.4073,37.51619,-2.46029,991.53033,3.93022,0.79614,0,331.19241,0.77486,2.003e-10,1,1,2.1939186578556757e-10
17.1,65,39,33.252,-81.627,3.8057,0.74987,14.41521,37.48401,-2.87432,991.52911,3.92891,0.81228,0,331.28625,0.77512,2.314e-10,1,1,2.200401250096462e-10
17.1,66,39,33.252,-81.626,3.79991,0.73552,14.4227,37.45313,-3.19444,991.52734,3.92761,0.82706,0,331.4025,0.77676,2.084e-10,1,1,2.1734744559687158e-10
17.1,67,39,33.252,-81.625,3.79458,0.72182,14.4294,37.42449,-3.43597,991.52509,3.92634,0.84039,0,331.56717,0.77953,2.169e-10,1,1,2.2499227481098671e-10
17.1,68,39,33.252,-81.624,3.78974,0.70787,14.43668,37.39357,-3.60886,991.52295,3.92498,0.85357,0,331.849,0.78009,2.039e-10,1,1,2.0895971064582852e-10
17.1,69,39,33.252,-81.623,3.78432,0.69567,14.44353,37.36427,-3.77902,991.52039,3.92368,0.86517,0,331.75595,0.78179,1.925e-10,1,1,1.9330079203960793e-10
17.1,70,39,33.252,-81.622,3.77728,0.68437,14.4527,37.32978,-3.88956,991.52972,3.92238,0.87655,0,331.47253,0.78409,1.441e-10,1,1,1.6070558772618426e-10
17.1,71,39,33.252,-81.621,3.76839,0.6742,14.46572,37.28661,-3.88422,991.55988,3.92108,0.88805,0,331.06137,0.78981,1.196e-10,1,1,1.406627314626263e-10
17.1,72,39,33.252,-81.62,3.763,0.66784,14.48029,37.24169,-3.63987,991.61328,3.9199,0.89824,0,330.83664,0.82215,1.157e-10,1,1,1.3527337583418841e-10
17.1,73,39,33.252,-81.619,3.76551,0.66267,14.48948,37.20778,-3.32467,991.63495,3.91861,0.90852,0,330.9635,0.89349,1.475e-10,1,1,1.476436473080156e-10
17.1,74,39,33.252,-81.618,3.77294,0.65744,14.49446,37.18264,-3.00178,991.62329,3.9173,0.91808,0,331.50119,0.97783,1.098e-10,1,1,1.230572033161792e-10
17.1,75,39,33.252,-81.617,3.78237,0.65145,14.4966,37.16383,-2.71994,991.58295,3.91603,0.92634,0,332.41077,1.05438,1.164e-10,1,1,1.0835402020070717e-10
17.1,76,39,33.252,-81.616,3.79016,0.64181,14.49713,37.14833,-2.8342,991.54785,3.91467,0.934,0,333.06625,1.07145,6.595e-11,1,1,9.829101421665598e-11
17.1,77,39,33.252,-81.615,3.79099,0.63157,14.50075,37.12592,-2.89728,991.5199,3.91335,0.94091,0,333.10843,1.0768,8.418e-11,1,1,1.0272130368527144e-10
17.1,51,40,33.253,-81.641,3.75095,0.93463,14.33356,37.85935,-0.08486,991.53754,3.94695,0.66783,0,222.7321,1.24863,5.228e-12,1,1,4.357356142570268e-11
17.1,52,40,33.253,-81.64,3.75168,0.92736,14.33246,37.84918,0.32553,991.53766,3.94562,0.66823,0,222.67941,1.26908,1.609e-11,1,1,4.1358388935819335e-11
17.1,53,40,33.253,-81.639,3.74323,0.92358,14.32993,37.84221,0.05366,991.53833,3.94422,0.6691,0,222.75267,1.29387,5.067e-11,1,1,5.92815518896117e-11
17.1,54,40,33.253,-81.638,3.76871,0.91825,14.33628,37.81467,2.89216,991.53857,3.94299,0.66909,0,274.03174,1.0538,8.043e-11,1,1,8.891201663807635e-11
17.1,55,40,33.253,-81.637,3.81174,0.91033,14.34809,37.7744,6.88259,991.5379,3.94186,0.66946,0,341.3811,0.71734,1.074e-10,1,1,9.923442623183121e-11
17.1,56,40,33.253,-81.636,3.83284,0.89714,14.35789,37.73828,7.05709,991.53491,3.94064,0.67384,0,337.54962,0.69698,1.52e-10,1,1,1.3844278501373708e-10
17.1,57,40,33.253,-81.635,3.83532,0.88319,14.36589,37.70703,5.92622,991.53333,3.93946,0.68241,0,335.33105,0.72296,1.818e-10,1,1,1.7948117991828383e-10
17.1,58,40,33.253,-81.634,3.83132,0.86855,14.37418,37.67446,4.56982,991.53186,3.93821,0.69404,0,333.46317,0.74657,1.773e-10,1,1,1.8658782852121192e-10
17.1,59,40,33.253,-81.633,3.82232,0.85359,14.38314,37.63985,3.19467,991.53064,3.93691,0.70857,0,331.95056,0.76102,1.745e-10,1,1,1.8754384156771664e-10
17.1,60,40,33.253,-81.632,3.8113,0.83979,14.39277,37.60456,2.07892,991.53052,3.93572,0.72417,0,331.16306,0.76911,2.093e-10,1,1,1.856406972589042e-10
17.1,61,40,33.253,-81.631,3.79962,0.82522,14.40234,37.56863,1.15229,991.52936,3.93443,0.74204,0,330.79398,0.77323,2.054e-10,1,1,2.138414723074078e-10
17.1,62,40,33.253,-81.63,3.78858,0.81072,14.41017,37.53666,0.37434,991.52863,3.93312,0.76038,0,330.69876,0.77523,1.674e-10,1,1,1.9866511213884053e-10
17.1,63,40,33.253,-81.629,3.77857,0.79661,14.41668,37.5079,-0.27584,991.5285,3.93179,0.77834,0,330.7699,0.77616,1.532e-10,1,1,1.8072057739182412e-10
17.1,64,40,33.253,-81.628,3.7699,0.78346,14.42425,37.47723,-0.77999,991.52777,3.93053,0.79455,0,330.86456,0.77706,1.751e-10,1,1,1.8691467817966156e-10
17.1,65,40,33.253,-81.627,3.76252,0.76994,14.43293,37.44312,-1.1713,991.52698,3.9292,0.81116,0,331.004,0.77598,1.417e-10,1,1,1.8743021024114626e-10
17.1,66,40,33.253,-81.626,3.75624,0.75693,14.44063,37.41162,-1.49134,991.52631,3.9279,0.82646,0,331.16714,0.77576,1.395e-10,1,1,1.6584508766293027e-10
17.1,67,40,33.253,-81.625,3.7508,0.74449,14.4471,37.38354,-1.76106,991.52563,3.92661,0.84034,0,331.35571,0.77695,1.525e-10,1,1,1.6759391097131981e-10
17.1,68,40,33.253,-81.624,3.7462,0.73188,14.45341,37.35527,-1.96127,991.52429,3.92527,0.85396,0,331.66187,0.7792,1.228e-10,1,1,1.6564602467461498e-10
17.1,69,40,33.253,-81.623,3.74199,0.72064,14.45947,37.328,-2.13562,991.5224,3.92397,0.86576,0,331.6142,0.78137,1.248e-10,1,1,1.6511811362640572e-10
17.1,70,40,33.253,-81.622,3.73763,0.70997,14.46671,37.29784,-2.24129,991.52368,3.92266,0.87713,0,331.48203,0.78437,1.247e-10,1,1,1.4126713687723225e-10
17.1,71,40,33.253,-81.621,3.73315,0.69994,14.47582,37.26303,-2.23702,991.53076,3.92131,0.88834,0,331.3439,0.79847,1.035e-10,1,1,1.1531073318415963e-10
17.1,72,40,33.253,-81.62,3.7311,0.69244,14.48505,37.2291,-2.09361,991.5437,3.92008,0.89803,0,331.10864,0.90168,8.74e-11,1,1,1.067937682730502e-10
17.1,73,40,33.253,-81.619,3.73314,0.68543,14.49131,37.20116,-1.94717,991.54614,3.91875,0.90778,0,331.18338,1.00337,8.74e-11,1,1,1.0750469958686892e-10
17.1,74,40,33.253,-81.618,3.73804,0.67852,14.49548,37.17783,-1.8092,991.53766,3.9174,0.91697,0,331.4408,1.06689,9.303e-11,1,1,1.0737841171781781e-10
17.1,75,40,33.253,-81.617,3.74443,0.67159,14.49839,37.15789,-1.68846,991.52032,3.91612,0.92513,0,331.76251,1.0733,9.799e-11,1,1,1.0848458242840309e-10
17.1,76,40,33.253,-81.616,3.75188,0.66253,14.50187,37.13555,-1.68524,991.49518,3.91475,0.93265,0,332.12656,1.07201,8.593e-11,1,1,1.0918990711594745e-10
17.1,77,40,33.253,-81.615,3.75601,0.65328,14.50628,37.11095,-1.61712,991.46692,3.91341,0.93956,0,332.21625,1.07267,9.92e-11,1,1,1.0763032132210526e-10
17.1,54,41,33.254,-81.638,3.73615,0.90567,14.35325,37.77469,4.62175,991.53632,3.94322,0.6653,0,274.10474,1.00157,7.239e-12,1,1,4.1199127442936856e-11
17.1,55,41,33.254,-81.637,3.77837,0.89978,14.3653,37.73413,8.57806,991.5354,3.94213,0.66572,0,341.48834,0.60785,1.327e-11,1,1,3.915165414092314e-11
17.1,56,41,33.254,-81.636,3.79857,0.88877,14.37565,37.69664,8.76614,991.53308,3.9409,0.67043,0,337.35989,0.58734,2.091e-11,1,1,4.280167886783204e-11
17.1,57,41,33.254,-81.635,3.79997,0.87682,14.38425,37.66413,7.60504,991.53149,3.93974,0.67935,0,334.91733,0.61129,2.051e-11,1,1,4.4341280647230974e-11
17.1,58,41,33.254,-81.634,3.7947,0.86411,14.39367,37.62914,6.24697,991.52997,3.93853,0.69131,0,333.04056,0.66577,3.016e-11,1,1,5.656050627855791e-11
17.1,59,41,33.254,-81.633,3.7843,0.85093,14.40341,37.59297,4.88116,991.52869,3.93726,0.70617,0,331.71637,0.73584,4.544e-11,1,1,6.17315920603545e-11
17.1,60,41,33.254,-81.632,3.77208,0.83861,14.4102,37.5644,3.68228,991.52795,3.93603,0.7221,0,331.06525,0.76378,5.644e-11,1,1,6.50045850481007e-11
17.1,61,41,33.254,-81.631,3.75926,0.82548,14.42057,37.5266,2.72526,991.52716,3.93476,0.74036,0,330.70053,0.77387,6.917e-11,1,1,6.891701098687975e-11
17.1,62,41,33.254,-81.63,3.74702,0.81236,14.42902,37.49316,1.93056,991.52679,3.93344,0.75911,0,330.56271,0.77715,8.593e-11,1,1,8.81706652133829e-11
17.1,63,41,33.254,-81.629,3.73584,0.79957,14.43531,37.46488,1.2685,991.52661,3.9321,0.77748,0,330.60031,0.77818,9.477e-11,1,1,9.948578072460634e-11
17.1,64,41,33.254,-81.628,3.72642,0.78769,14.44369,37.43222,0.77211,991.52588,3.93084,0.79414,0,330.74512,0.77859,9.182e-11,1,1,1.0326992039288996e-10
17.1,65,41,33.254,-81.627,3.71822,0.77541,14.45219,37.39849,0.36995,991.52521,3.9295,0.81108,0,330.89755,0.77067,7.467e-11,1,1,9.661896283041926e-11
17.1,66,41,33.254,-81.626,3.71157,0.76366,14.45924,37.36857,0.02257,991.52484,3.92818,0.82676,0,331.03787,0.76844,8.552e-11,1,1,1.0023218366406184e-10
